"TYPES";"OVERLAPPING PREVALENCE";"OVERLAPPING PREVALENCE";"OVERLAPPING PREVALENCE";"OVERLAPPING PREVALENCE";"DISCRETE PREVALENCE";"DISCRETE PREVALENCE";"DISCRETE PREVALENCE";"DISCRETE PREVALENCE";"INCIDENCE";"INCIDENCE";"INCIDENCE";"INCIDENCE";"INCIDENCE";"YEARLY MORTALITY";"YEARLY MORTALITY";"YEARLY MORTALITY";"YEARLY MORTALITY";"YEARLY MORTALITY";"CUMULATIVE MORTALITY";"CUMULATIVE MORTALITY";"YLLs";"YLLs";"YLLs";"YLLs";"YLLs";"YLDs";"YLDs";"YLDs";"YLDs";"YLDs";"YLDs";"DALYs";"DALYs";"DALYs";"DALYs";"DALYs";"DALYs"
"prettyName";"Alive";"HCV+ (incl. treatment)";"HCV+ (excl. treatment)";"HCV treatment (excl. transplant)";"HCV+ chronic";"Cirrhosis";"HCC";"Transplant";"HCV+ acute";"HCV+ chronic";"Cirrhosis";"HCC";"Transplant";"Cirrhosis";"HCC";"Transplant";"HCV related";"Not related to HCV";"HCV related";"Not related to HCV";"Cirrhosis";"HCC";"Transplant";"HCV related";"Not related to HCV";"HCV+ acute";"HCV+ chronic";"Cirrhosis";"HCC";"Transplant";"Total";"HCV+ acute";"HCV+ chronic";"Cirrhosis";"HCC";"Transplant";"HCV related"
"Total_2029";"22542";" 4893";" 4073";"  749";" 3940";" 1039";"   16";"    4";"  247";"  181";"   42";"   13";"    4";"   10";"    8";"    0";"   24";"  305";" 1123";"10671";"  210";"  165";"    0";"  504";" 7583";"   63";" 1001";"  331";"   10";"    3";" 1472";"   63";" 1001";"  580";"  177";"    3";" 2089"
"Total_2030";"22584";" 4801";" 3968";"  747";" 3839";" 1017";"   16";"    4";"  240";"  176";"   41";"   13";"    4";"   10";"    8";"    0";"   24";"  311";" 1151";"11014";"  202";"  158";"    0";"  504";" 7553";"   61";"  975";"  328";"   10";"    3";" 1440";"   61";"  975";"  572";"  173";"    3";" 2038"
"PWID_1973";"572";"352";"349";"  0";"156";"  0";"  0";"  0";"183";" 92";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  9";"  0";"  9";"  0";"  0";"  0";"  0";"530";" 46";" 40";"  0";"  0";"  0";" 90";" 46";" 40";"  0";"  0";"  0";" 90"
"PWID_1974";"805";"476";"469";"  2";"249";"  0";"  0";"  0";"211";"112";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 14";"  0";" 26";"  0";"  0";"  0";"  0";"826";" 54";" 63";"  0";"  0";"  0";"121";" 54";" 63";"  0";"  0";"  0";"121"
"PWID_1975";"1045";" 611";" 601";"   5";" 345";"   1";"   0";"   0";" 249";" 128";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"  20";"   0";"  52";"   0";"   0";"   0";"   0";"1177";"  63";"  88";"   0";"   0";"   0";" 156";"  63";"  88";"   0";"   0";"   0";" 156"
"PWID_1976";"1295";" 760";" 746";"   9";" 447";"   4";"   0";"   0";" 288";" 151";"   1";"   0";"   0";"   0";"   0";"   0";"   0";"  25";"   0";"  84";"   0";"   0";"   0";"   0";"1504";"  73";" 114";"   2";"   0";"   0";" 194";"  73";" 114";"   2";"   0";"   0";" 195"
"PWID_1977";"1548";" 918";" 898";"  13";" 563";"   7";"   0";"   0";" 322";" 173";"   2";"   0";"   0";"   0";"   0";"   0";"   0";"  30";"   0";" 122";"   0";"   0";"   0";"   0";"1778";"  82";" 143";"   3";"   0";"   0";" 235";"  82";" 143";"   3";"   0";"   0";" 236"
"PWID_1978";"1804";"1077";"1051";"  18";" 687";"  10";"   0";"   0";" 354";" 196";"   3";"   0";"   0";"   0";"   0";"   0";"   0";"  37";"   0";" 168";"   0";"   0";"   0";"   0";"2164";"  90";" 174";"   4";"   0";"   0";" 276";"  90";" 174";"   4";"   0";"   0";" 277"
"PWID_1979";"2074";"1238";"1205";"  23";" 811";"  16";"   0";"   0";" 381";" 217";"   4";"   0";"   0";"   0";"   0";"   0";"   0";"  43";"   0";" 221";"   0";"   0";"   0";"   0";"2456";"  97";" 206";"   6";"   0";"   0";" 317";"  97";" 206";"   6";"   0";"   0";" 320"
"PWID_1980";"2351";"1395";"1357";"  27";" 931";"  20";"   0";"   0";" 410";" 234";"   5";"   0";"   0";"   0";"   0";"   0";"   0";"  48";"   0";" 280";"   0";"   0";"   0";"   0";"2734";" 104";" 236";"   8";"   0";"   0";" 359";" 104";" 236";"   8";"   0";"   0";" 365"
"PWID_1981";"2631";"1541";"1502";"  33";"1059";"  27";"   0";"   0";" 429";" 251";"   6";"   0";"   0";"   0";"   0";"   0";"   0";"  54";"   0";" 347";"   0";"   0";"   0";"   0";"3083";" 109";" 269";"  10";"   0";"   0";" 398";" 109";" 269";"  10";"   0";"   0";" 408"
"PWID_1982";"2824";"1673";"1625";"  39";"1184";"  34";"   0";"   0";" 422";" 260";"   8";"   0";"   0";"   0";"   0";"   0";"   0";"  60";"   1";" 421";"   0";"   0";"   0";"   0";"3376";" 107";" 301";"  13";"   0";"   0";" 432";" 107";" 301";"  14";"   0";"   0";" 443"
"PWID_1983";"3017";"1785";"1726";"  46";"1289";"  42";"   0";"   0";" 423";" 259";"   9";"   0";"   0";"   0";"   0";"   0";"   0";"  66";"   2";" 497";"   0";"   0";"   0";"   0";"3690";" 107";" 327";"  15";"   0";"   0";" 463";" 107";" 327";"  17";"   0";"   0";" 478"
"PWID_1984";"3293";"1899";"1838";"  51";"1378";"  52";"   0";"   0";" 443";" 257";"  10";"   0";"   0";"   0";"   0";"   0";"   0";"  69";"   4";" 580";"   0";"   0";"   0";"   0";"3888";" 113";" 350";"  18";"   0";"   0";" 493";" 113";" 350";"  20";"   0";"   0";" 513"
"PWID_1985";"3616";"2031";"1961";"  56";"1471";"  60";"   0";"   0";" 461";" 270";"  11";"   0";"   0";"   0";"   0";"   0";"   0";"  78";"   5";" 673";"   0";"   0";"   0";"   0";"4371";" 117";" 374";"  21";"   0";"   0";" 528";" 117";" 374";"  24";"   0";"   0";" 548"
"PWID_1986";"3847";"2117";"2040";"  62";"1579";"  70";"   0";"   0";" 442";" 283";"  11";"   0";"   0";"   0";"   0";"   0";"   0";"  82";"   7";" 773";"   0";"   0";"   0";"   0";"4505";" 112";" 401";"  25";"   0";"   0";" 551";" 112";" 401";"  28";"   0";"   0";" 585"
"PWID_1987";"4047";"2182";"2096";"  68";"1650";"  78";"   0";"   0";" 426";" 270";"  13";"   0";"   0";"   0";"   0";"   0";"   0";"  87";"   9";" 877";"   0";"   0";"   0";"   0";"4771";" 108";" 419";"  28";"   0";"   0";" 568";" 108";" 419";"  33";"   0";"   0";" 613"
"PWID_1988";"4257";"2308";"2219";"  71";"1702";"  88";"   0";"   0";" 489";" 263";"  13";"   0";"   0";"   0";"   0";"   0";"   1";"  92";"  12";" 985";"   0";"   0";"   0";"  37";"5042";" 124";" 432";"  31";"   0";"   0";" 604";" 124";" 432";"  37";"   1";"   0";" 664"
"PWID_1989";"4467";"2328";"2239";"  75";"1793";"  99";"   0";"   0";" 413";" 299";"  14";"   0";"   0";"   0";"   0";"   0";"   1";"  99";"  15";"1101";"   0";"   0";"   0";"  43";"5264";" 105";" 455";"  34";"   0";"   0";" 613";" 105";" 455";"  41";"   1";"   0";" 682"
"PWID_1990";"4747";"2545";"2449";"  82";"1837";" 108";"   0";"   0";" 574";" 253";"  16";"   0";"   0";"   0";"   0";"   0";"   1";" 104";"  18";"1218";"   0";"   0";"   0";"  47";"5584";" 146";" 467";"  38";"   0";"   0";" 667";" 146";" 467";"  46";"   1";"   0";" 758"
"PWID_1991";"5032";"2722";"2624";"  85";"1977";" 118";"   1";"   0";" 607";" 349";"  15";"   0";"   0";"   0";"   0";"   0";"   1";" 110";"  23";"1351";"   0";"   0";"   0";"  52";"5823";" 154";" 502";"  41";"   1";"   0";" 713";" 154";" 502";"  54";"   1";"   0";" 823"
"PWID_1992";"5329";"2997";"2893";"  90";"2117";" 129";"   1";"   0";" 723";" 373";"  17";"   0";"   0";"   0";"   0";"   0";"   1";" 117";"  27";"1485";"   0";"   0";"   0";"  54";"6147";" 184";" 538";"  45";"   1";"   0";" 788";" 184";" 538";"  59";"   1";"   0";" 891"
"PWID_1993";"5588";"3061";"2947";"  98";"2305";" 140";"   1";"   0";" 605";" 445";"  19";"   0";"   0";"   1";"   0";"   0";"   2";" 123";"  32";"1628";"  32";"   0";"   0";"  92";"6445";" 154";" 585";"  48";"   1";"   0";" 805";" 154";" 585";"  87";"   1";"   0";" 944"
"PWID_1994";"5884";"3286";"3168";" 109";"2388";" 154";"   1";"   0";" 724";" 369";"  21";"   0";"   0";"   1";"   0";"   0";"   2";" 132";"  38";"1778";"  42";"   0";"   0";"  93";"6853";" 184";" 607";"  54";"   1";"   0";" 866";" 184";" 607";" 105";"   2";"   0";"1013"
"PWID_1995";"6279";"3471";"3343";" 114";"2551";" 169";"   1";"   0";" 729";" 448";"  22";"   0";"   0";"   1";"   0";"   0";"   2";" 142";"  43";"1938";"  43";"   0";"   0";"  96";"7341";" 185";" 648";"  59";"   1";"   0";" 914";" 185";" 648";" 111";"   2";"   0";"1074"
"PWID_1996";"6629";"3515";"3381";" 123";"2706";" 182";"   1";"   0";" 635";" 449";"  23";"   0";"   0";"   1";"   0";"   0";"   3";" 149";"  50";"2109";"  42";"   0";"   0";" 117";"7695";" 161";" 687";"  62";"   1";"   0";" 927";" 161";" 687";" 116";"   3";"   0";"1099"
"PWID_1997";"7141";"3784";"3630";" 131";"2764";" 200";"   2";"   0";" 802";" 390";"  25";"   1";"   0";"   1";"   0";"   0";"   3";" 161";"  56";"2289";"  44";"   0";"   0";" 129";"8316";" 204";" 702";"  69";"   1";"   0";" 999";" 204";" 702";" 126";"   3";"   0";"1174"
"PWID_1998";"7578";"3902";"3744";" 135";"2947";" 215";"   2";"   0";" 745";" 498";"  27";"   1";"   0";"   1";"   0";"   0";"   3";" 172";"  62";"2489";"  45";"   0";"   0";" 146";"8771";" 189";" 749";"  73";"   1";"   0";"1031";" 189";" 749";" 134";"   4";"   0";"1221"
"PWID_1999";"8181";"4042";"3879";" 143";"3048";" 228";"   2";"   0";" 759";" 456";"  28";"   1";"   0";"   1";"   0";"   0";"   4";" 188";"  70";"2698";"  46";"   0";"   0";" 155";"9464";" 193";" 774";"  79";"   1";"   0";"1070";" 193";" 774";" 141";"   4";"   0";"1283"
"PWID_2000";" 8816";" 4110";" 3933";"  153";" 3156";"  245";"    3";"    0";"  713";"  465";"   29";"    1";"    0";"    2";"    1";"    0";"    4";"  204";"   80";" 2926";"   74";"   31";"    0";"  178";"10329";"  181";"  802";"   83";"    2";"    0";" 1091";"  181";"  802";"  174";"   37";"    0";" 1331"
"PWID_2001";" 9423";" 4257";" 4090";"  158";" 3222";"  264";"    3";"    0";"  801";"  439";"   30";"    1";"    0";"    2";"    1";"    0";"    5";"  220";"   88";" 3171";"   83";"   32";"    0";"  201";"11065";"  203";"  818";"   89";"    2";"    0";" 1132";"  203";"  818";"  183";"   36";"    0";" 1387"
"PWID_2002";" 9430";" 4282";" 4098";"  165";" 3336";"  280";"    3";"    0";"  695";"  490";"   31";"    2";"    0";"    2";"    1";"    0";"    5";"  218";"   98";" 3412";"   80";"   38";"    0";"  219";"10844";"  177";"  847";"   94";"    2";"    0";" 1140";"  177";"  847";"  189";"   42";"    0";" 1423"
"PWID_2003";" 9343";" 4137";" 3946";"  169";" 3379";"  295";"    4";"    0";"  509";"  426";"   33";"    1";"    0";"    2";"    1";"    0";"    5";"  214";"  107";" 3650";"   89";"   41";"    0";"  206";"10569";"  129";"  858";"   97";"    3";"    0";" 1106";"  129";"  858";"  204";"   46";"    0";" 1389"
"PWID_2004";" 9160";" 4222";" 4010";"  186";" 3310";"  310";"    4";"    0";"  656";"  312";"   34";"    2";"    0";"    2";"    1";"    0";"    6";"  212";"  117";" 3881";"   97";"   41";"    0";"  229";"10229";"  167";"  841";"  103";"    3";"    0";" 1133";"  167";"  841";"  212";"   46";"    0";" 1420"
"PWID_2005";"9032";"4134";"3919";" 197";"3336";" 327";"   4";"   0";" 538";" 404";"  32";"   2";"   0";"   3";"   2";"   0";"   7";" 206";" 129";"4116";" 106";"  53";"   0";" 258";"9795";" 137";" 847";" 108";"   3";"   0";"1112";" 137";" 847";" 230";"  58";"   0";"1425"
"PWID_2006";"8894";"4113";"3880";" 210";"3281";" 335";"   5";"   0";" 563";" 329";"  34";"   2";"   0";"   3";"   2";"   0";"   6";" 203";" 140";"4348";" 111";"  63";"   0";" 258";"9511";" 143";" 833";" 110";"   3";"   0";"1109";" 143";" 833";" 238";"  68";"   0";"1419"
"PWID_2007";"8770";"3824";"3581";" 221";"3252";" 352";"   4";"   0";" 304";" 345";"  32";"   2";"   0";"   3";"   2";"   0";"   7";" 200";" 152";"4571";" 106";"  58";"   0";" 247";"9294";"  77";" 826";" 113";"   3";"   0";"1037";"  77";" 826";" 239";"  63";"   0";"1347"
"PWID_2008";"8721";"3780";"3521";" 230";"3057";" 364";"   5";"   0";" 442";" 184";"  32";"   2";"   0";"   3";"   2";"   0";"   7";" 199";" 163";"4792";" 102";"  63";"   0";" 270";"9028";" 112";" 776";" 115";"   3";"   0";"1031";" 112";" 776";" 235";"  67";"   0";"1358"
"PWID_2009";"8655";"3739";"3486";" 231";"2968";" 370";"   5";"   0";" 487";" 270";"  30";"   2";"   0";"   3";"   2";"   0";"   7";" 198";" 177";"5006";" 102";"  76";"   0";" 275";"8792";" 124";" 754";" 117";"   3";"   0";"1022";" 124";" 754";" 238";"  82";"   0";"1370"
"PWID_2010";"8580";"3684";"3415";" 239";"2943";" 381";"   6";"   0";" 461";" 300";"  29";"   3";"   0";"   3";"   2";"   0";"   8";" 197";" 190";"5235";" 100";"  64";"   0";" 271";"8560";" 117";" 748";" 120";"   4";"   0";"1007";" 117";" 748";" 238";"  72";"   0";"1333"
"PWID_2011";"8462";"3515";"3254";" 247";"2890";" 389";"   5";"   0";" 365";" 283";"  28";"   3";"   0";"   3";"   2";"   0";"   7";" 195";" 202";"5451";"  97";"  79";"   0";" 258";"8381";"  93";" 734";" 122";"   3";"   0";" 968";"  93";" 734";" 234";"  83";"   0";"1303"
"PWID_2012";"8350";"3423";"3127";" 252";"2791";" 391";"   6";"   0";" 358";" 223";"  28";"   3";"   0";"   3";"   2";"   0";"   7";" 193";" 214";"5669";"  94";"  62";"   0";" 258";"8167";"  91";" 709";" 121";"   4";"   0";" 947";"  91";" 709";" 229";"  69";"   0";"1267"
"PWID_2013";"8279";"3295";"3002";" 252";"2680";" 393";"   6";"   0";" 346";" 219";"  26";"   3";"   0";"   3";"   2";"   0";"   7";" 189";" 227";"5881";"  90";"  61";"   0";" 238";"7912";"  88";" 681";" 121";"   4";"   0";" 912";"  88";" 681";" 229";"  69";"   0";"1206"
"PWID_2014";"8202";"3192";"2906";" 256";"2590";" 399";"   6";"   0";" 336";" 210";"  25";"   3";"   0";"   2";"   2";"   0";"   7";" 191";" 238";"6096";"  74";"  68";"   0";" 234";"7807";"  85";" 658";" 122";"   4";"   0";" 888";"  85";" 658";" 212";"  74";"   0";"1181"
"PWID_2015";"8128";"3107";"2797";" 262";"2497";" 399";"   6";"   0";" 330";" 207";"  24";"   3";"   0";"   3";"   2";"   0";"   7";" 190";" 249";"6313";"  86";"  72";"   0";" 235";"7640";"  84";" 634";" 122";"   4";"   0";" 869";"  84";" 634";" 232";"  78";"   0";"1177"
"PWID_2016";"8080";"2999";"2687";" 260";"2408";" 400";"   6";"   0";" 323";" 202";"  24";"   3";"   0";"   2";"   2";"   0";"   7";" 189";" 263";"6529";"  69";"  68";"   0";" 227";"7421";"  82";" 612";" 121";"   4";"   0";" 840";"  82";" 612";" 206";"  76";"   0";"1117"
"PWID_2017";"8043";"2901";"2596";" 263";"2328";" 402";"   6";"   0";" 316";" 196";"  22";"   3";"   0";"   2";"   2";"   0";"   7";" 191";" 276";"6745";"  68";"  67";"   0";" 229";"7442";"  80";" 591";" 123";"   4";"   0";" 816";"  80";" 591";" 217";"  75";"   0";"1108"
"PWID_2018";"8000";"2836";"2526";" 270";"2257";" 400";"   6";"   0";" 314";" 194";"  22";"   3";"   0";"   2";"   3";"   0";"   7";" 189";" 288";"6963";"  62";"  69";"   0";" 223";"7225";"  80";" 573";" 122";"   4";"   0";" 798";"  80";" 573";" 202";"  75";"   0";"1086"
"PWID_2019";"7959";"2731";"2420";" 260";"2169";" 400";"   6";"   0";" 304";" 192";"  21";"   3";"   0";"   2";"   3";"   0";"   7";" 189";" 301";"7172";"  61";"  74";"   0";" 225";"7108";"  77";" 551";" 120";"   4";"   0";" 774";"  77";" 551";" 202";"  79";"   0";"1047"
"PWID_2020";"7927";"2663";"2350";" 268";"2093";" 394";"   6";"   0";" 301";" 186";"  20";"   3";"   0";"   2";"   2";"   0";"   7";" 190";" 313";"7384";"  63";"  56";"   0";" 200";"7028";"  76";" 532";" 120";"   4";"   0";" 755";"  76";" 532";" 206";"  62";"   0";"1022"
"PWID_2021";"7889";"2570";"2275";" 265";"2024";" 389";"   6";"   0";" 293";" 182";"  18";"   3";"   0";"   2";"   2";"   0";"   6";" 191";" 325";"7590";"  60";"  58";"   0";" 172";"6869";"  74";" 514";" 118";"   4";"   0";" 731";"  74";" 514";" 198";"  67";"   0";" 976"
"PWID_2022";"7852";"2495";"2192";" 270";"1958";" 390";"   6";"   0";" 289";" 179";"  18";"   3";"   0";"   2";"   2";"   0";"   7";" 189";" 336";"7791";"  49";"  58";"   0";" 187";"6725";"  73";" 497";" 118";"   4";"   0";" 710";"  73";" 497";" 186";"  65";"   0";" 968"
"PWID_2023";"7791";"2421";"2121";" 267";"1902";" 382";"   5";"   0";" 279";" 177";"  17";"   2";"   0";"   2";"   2";"   0";"   7";" 191";" 349";"8009";"  53";"  53";"   0";" 181";"6693";"  71";" 483";" 116";"   3";"   0";" 687";"  71";" 483";" 185";"  60";"   0";" 936"
"PWID_2024";"7748";"2355";"2049";" 267";"1837";" 377";"   6";"   0";" 279";" 171";"  17";"   3";"   0";"   2";"   2";"   0";"   7";" 194";" 359";"8231";"  47";"  55";"   0";" 172";"6595";"  71";" 467";" 115";"   4";"   0";" 670";"  71";" 467";" 181";"  62";"   0";" 904"
"PWID_2025";"7718";"2286";"1977";" 266";"1768";" 366";"   5";"   0";" 267";" 172";"  16";"   2";"   0";"   2";"   2";"   0";"   6";" 191";" 373";"8441";"  42";"  44";"   0";" 152";"6454";"  68";" 449";" 112";"   3";"   0";" 652";"  68";" 449";" 175";"  50";"   0";" 871"
"PWID_2026";"7683";"2232";"1921";" 266";"1722";" 359";"   5";"   0";" 260";" 166";"  15";"   2";"   0";"   2";"   2";"   0";"   6";" 194";" 383";"8657";"  37";"  42";"   0";" 142";"6355";"  66";" 437";" 110";"   3";"   0";" 637";"  66";" 437";" 168";"  51";"   0";" 843"
"PWID_2027";"7632";"2141";"1857";" 269";"1662";" 352";"   5";"   0";" 258";" 160";"  15";"   2";"   0";"   1";"   2";"   0";"   6";" 194";" 396";"8882";"  31";"  34";"   0";" 131";"6245";"  66";" 422";" 107";"   3";"   0";" 614";"  66";" 422";" 163";"  42";"   0";" 810"
"PWID_2028";"7594";"2081";"1781";" 265";"1606";" 347";"   5";"   0";" 253";" 157";"  14";"   3";"   0";"   2";"   2";"   0";"   6";" 195";" 404";"9104";"  34";"  34";"   0";" 130";"6184";"  64";" 408";" 106";"   3";"   0";" 597";"  64";" 408";" 160";"  40";"   0";" 787"
"PWID_2029";"7542";"2026";"1735";" 262";"1549";" 335";"   5";"   0";" 247";" 154";"  13";"   2";"   0";"   2";"   2";"   0";"   5";" 196";" 415";"9317";"  31";"  32";"   0";" 122";"6037";"  63";" 393";" 104";"   3";"   0";" 580";"  63";" 393";" 152";"  38";"   0";" 765"
"PWID_2030";"7500";"1983";"1682";" 259";"1501";" 329";"   4";"   0";" 240";" 153";"  13";"   2";"   0";"   1";"   2";"   0";"   5";" 198";" 424";"9549";"  26";"  30";"   0";"  94";"5976";"  61";" 381";" 102";"   3";"   0";" 568";"  61";" 381";" 145";"  36";"   0";" 729"
"Former-PWID-Will-Relapse_1973";"109";" 15";" 15";"  0";" 15";"  0";"  0";"  0";NA;"  7";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  4";"  0";"  0";"  0";"  4";"  0";"  4";"  0";"  0";"  0";"  4"
"Former-PWID-Will-Relapse_1974";"167";" 43";" 42";"  0";" 43";"  0";"  0";"  0";NA;" 10";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 11";"  0";"  0";"  0";" 11";"  0";" 11";"  0";"  0";"  0";" 11"
"Former-PWID-Will-Relapse_1975";"249";" 80";" 77";"  1";" 78";"  0";"  0";"  0";NA;" 12";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 20";"  0";"  0";"  0";" 20";"  0";" 20";"  0";"  0";"  0";" 20"
"Former-PWID-Will-Relapse_1976";"344";"124";"119";"  2";"121";"  1";"  0";"  0";NA;" 14";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 31";"  0";"  0";"  0";" 32";"  0";" 31";"  0";"  0";"  0";" 32"
"Former-PWID-Will-Relapse_1977";"457";"181";"173";"  4";"175";"  2";"  0";"  0";NA;" 18";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 44";"  1";"  0";"  0";" 47";"  0";" 44";"  1";"  0";"  0";" 47"
"Former-PWID-Will-Relapse_1978";"588";"246";"233";"  6";"237";"  4";"  0";"  0";NA;" 20";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 60";"  2";"  0";"  0";" 64";"  0";" 60";"  2";"  0";"  0";" 64"
"Former-PWID-Will-Relapse_1979";"729";"316";"300";"  9";"302";"  8";"  0";"  0";NA;" 22";"  1";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 77";"  3";"  0";"  0";" 82";"  0";" 77";"  3";"  0";"  0";" 83"
"Former-PWID-Will-Relapse_1980";"885";"392";"373";" 12";"374";" 12";"  0";"  0";NA;" 25";"  2";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";"  0";" 95";"  4";"  0";"  0";"103";"  0";" 95";"  4";"  0";"  0";"104"
"Former-PWID-Will-Relapse_1981";"1051";" 470";" 446";"  17";" 450";"  17";"   0";"   0";NA;"  27";"   2";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   0";" 114";"   6";"   0";"   0";" 123";"   0";" 114";"   6";"   0";"   0";" 125"
"Former-PWID-Will-Relapse_1982";"1233";" 557";" 525";"  20";" 531";"  24";"   0";"   0";NA;"  28";"   3";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   1";"   0";"   0";"   0";"   0";"   0";"   0";" 135";"   8";"   0";"   0";" 146";"   0";" 135";"   9";"   0";"   0";" 151"
"Former-PWID-Will-Relapse_1983";"1410";" 642";" 605";"  25";" 611";"  31";"   0";"   0";NA;"  26";"   4";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   1";"   1";"   0";"   0";"   0";"   0";"   0";"   0";" 155";"  11";"   0";"   0";" 170";"   0";" 155";"  11";"   0";"   0";" 174"
"Former-PWID-Will-Relapse_1984";"1598";" 725";" 687";"  29";" 686";"  38";"   0";"   0";NA;"  27";"   5";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   1";"   2";"   0";"   0";"   0";"   0";"   0";"   0";" 174";"  13";"   0";"   0";" 192";"   0";" 174";"  14";"   0";"   0";" 200"
"Former-PWID-Will-Relapse_1985";"1801";" 808";" 769";"  33";" 766";"  48";"   0";"   0";NA;"  29";"   6";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   2";"   3";"   0";"   0";"   0";"   0";"   0";"   0";" 195";"  16";"   0";"   0";" 215";"   0";" 195";"  18";"   0";"   0";" 224"
"Former-PWID-Will-Relapse_1986";"2002";" 897";" 846";"  39";" 844";"  55";"   0";"   0";NA;"  30";"   6";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   4";"   4";"   0";"   0";"   0";"   0";"   0";"   0";" 214";"  18";"   0";"   0";" 239";"   0";" 214";"  21";"   0";"   0";" 252"
"Former-PWID-Will-Relapse_1987";"2210";" 973";" 919";"  43";" 917";"  67";"   0";"   0";NA;"  28";"   7";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   6";"   5";"   0";"   0";"   0";"   0";"   0";"   0";" 233";"  22";"   0";"   0";" 260";"   0";" 233";"  25";"   0";"   0";" 285"
"Former-PWID-Will-Relapse_1988";"2409";"1042";" 986";"  47";" 977";"  76";"   0";"   0";NA;"  26";"   8";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   8";"   7";"   0";"   0";"   0";"   0";"   0";"   0";" 248";"  24";"   0";"   0";" 281";"   0";" 248";"  28";"   0";"   0";" 313"
"Former-PWID-Will-Relapse_1989";"2627";"1126";"1062";"  51";"1051";"  84";"   0";"   0";NA;"  33";"   9";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"  10";"   8";"   0";"   0";"   0";"   0";"   0";"   0";" 267";"  27";"   0";"   0";" 304";"   0";" 267";"  32";"   1";"   0";" 335"
"Former-PWID-Will-Relapse_1990";"2820";"1193";"1126";"  54";"1112";"  97";"   0";"   0";NA;"  27";"   9";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"  12";"  10";"   0";"   0";"   0";"   0";"   0";"   0";" 282";"  32";"   0";"   0";" 323";"   0";" 282";"  38";"   1";"   0";" 374"
"Former-PWID-Will-Relapse_1991";"3035";"1278";"1203";"  59";"1190";" 109";"   0";"   0";NA;"  38";"  11";"   0";"   0";"   0";"   0";"   0";"   1";"   0";"  15";"  12";"   0";"   0";"   0";"  43";"   0";"   0";" 302";"  35";"   0";"   0";" 347";"   0";" 302";"  43";"   1";"   0";" 415"
"Former-PWID-Will-Relapse_1992";"3238";"1369";"1289";"  64";"1274";" 122";"   1";"   0";NA;"  41";"  10";"   0";"   0";"   0";"   0";"   0";"   1";"   0";"  19";"  14";"   0";"   0";"   0";"  45";"   0";"   0";" 324";"  39";"   1";"   0";" 372";"   0";" 324";"  49";"   1";"   0";" 441"
"Former-PWID-Will-Relapse_1993";"3459";"1460";"1377";"  69";"1358";" 134";"   1";"   0";NA;"  50";"  12";"   0";"   0";"   0";"   0";"   0";"   1";"   0";"  23";"  17";"   0";"   0";"   0";"  48";"   0";"   0";" 345";"  43";"   1";"   0";" 397";"   0";" 345";"  53";"   1";"   0";" 484"
"Former-PWID-Will-Relapse_1994";"3679";"1566";"1475";"  76";"1451";" 149";"   1";"   0";NA;"  41";"  13";"   0";"   0";"   0";"   0";"   0";"   2";"   1";"  27";"  20";"   0";"   0";"   0";"  75";"  34";"   0";" 369";"  48";"   1";"   0";" 426";"   0";" 369";"  65";"   2";"   0";" 526"
"Former-PWID-Will-Relapse_1995";"3922";"1661";"1565";"  81";"1540";" 162";"   1";"   0";NA;"  50";"  14";"   0";"   0";"   0";"   0";"   0";"   2";"   1";"  32";"  23";"   0";"   0";"   0";"  79";"  34";"   0";" 391";"  52";"   1";"   0";" 454";"   0";" 391";"  69";"   2";"   0";" 570"
